Time, Values
2022-10-15 17:16, [5.841639485619546 0.04908940744218106]
2022-10-15 17:17, [5.440117584657396 0.04990933563905868]
2022-10-15 17:19, [5.428849835514945 0.05596752407747366]
2022-10-15 17:25, [5.338098961167083 0.058022814795294385]
2022-10-15 17:26, [5.309239480989843 0.057709124793367865]
2022-10-15 17:33, [5.518843553335283 0.05631473013607431]
2022-10-15 17:34, [5.341163793795754 0.05622277677679741]
2022-10-15 17:35, [5.377147483608092 0.05660155245903255]
2022-10-15 17:36, [5.342782000586439 0.05342782000586439]
2022-10-15 17:41, [5.360526721872438 0.06381579430800521]
2022-10-15 17:46, [5.428818779002376 0.056550195614608084]
2022-10-15 17:48, [5.3695826948355725 0.06033238982961318]
2022-10-15 18:10, [5.568352802645416 0.04679288069449929]
2022-10-15 18:11, [5.544723742201416 0.04863792756317032]
2022-10-15 18:12, [5.528792765975953 0.05215842232052786]
2022-10-15 18:13, [5.4427914942741475 0.05233453359878988]
2022-10-15 18:17, [5.377237495739814 0.05431553025999812]
2022-10-15 18:18, [5.43432043807442 0.05380515285222198]
2022-10-15 18:19, [5.43722552863939 0.05129458045886217]
2022-10-15 18:27, [5.431340826907125 0.059036313335947006]
2022-10-15 18:28, [5.338098961167083 0.058022814795294385]
2022-10-15 18:33, [5.37523367022994 0.05718333691733978]
2022-10-15 18:41, [5.509990364771539 0.055099903647715394]
2022-10-15 18:45, [5.493163683222479 0.05843791152364339]
2022-10-15 18:55, [5.284842144216266 0.05505043900225277]
2022-10-15 18:56, [5.528445511463109 0.055284455114631086]
2022-10-15 18:59, [5.277450590308992 0.05863833989232213]
2022-10-15 19:08, [5.431929145064764 0.053781476683809545]
2022-10-15 19:13, [5.383006623895192 0.055494913648404046]
2022-10-15 19:14, [5.339632953891207 0.05680460589245965]
2022-10-15 19:15, [5.379016126310126 0.057838883078603506]
2022-10-15 19:18, [5.44008426680524 0.050371150618567034]
2022-10-15 19:19, [5.26185201477818 0.05059473091132865]
2022-10-15 19:22, [5.280594355561886 0.056176535697466876]
2022-10-15 19:23, [5.304275480651446 0.060275857734675524]
2022-10-15 19:27, [5.282679220083154 0.05680300236648553]
2022-10-15 19:31, [5.280545092217238 0.058672723246858204]
2022-10-15 19:32, [5.518843553335283 0.05631473013607431]
2022-10-15 19:33, [5.509990364771539 0.055099903647715394]
2022-10-15 19:34, [5.3783661955786295 0.05325115045127356]
2022-10-15 19:35, [5.389209302487487 0.05181932021622583]
2022-10-15 19:40, [5.534128703584779 0.049411863424864096]
2022-10-15 19:42, [5.851563629121302 0.049589522280689004]
2022-10-15 19:43, [5.84940842820686 0.051764676355812916]
2022-10-15 19:44, [5.789350702616096 0.051690631273358]
2022-10-15 19:46, [5.533530824347651 0.054250302199486775]
2022-10-15 19:47, [5.698396260005997 0.059358294375062466]
2022-10-15 19:48, [5.725642764568664 0.05725642764568664]
2022-10-15 19:49, [5.342691247622363 0.05623885523813014]
2022-10-15 19:51, [5.304289760004857 0.05959876134836918]
2022-10-15 19:52, [5.338063699051352 0.059311818878348355]
2022-10-15 19:53, [5.442791494274149 0.052334533598789895]
2022-10-15 19:54, [5.53365022193223 0.053208175210886825]
2022-10-15 19:56, [5.522676571563618 0.055226765715636186]
2022-10-15 19:57, [5.518898014359658 0.055746444589491496]
2022-10-15 20:00, [5.3427093941052854 0.05565322285526339]
2022-10-15 20:02, [5.309386826735419 0.05205281202681783]
2022-10-15 20:03, [5.4488741135082215 0.04908895597755154]
2022-10-15 20:04, [5.539400593877989 0.04859123327963148]
2022-10-15 20:05, [5.5397002983357275 0.04734786579774126]
2022-10-15 20:06, [5.534248547492596 0.04854603989028593]
2022-10-15 20:07, [5.545108157213918 0.046209234643449316]
2022-10-15 20:08, [5.545236500684223 0.0454527582023297]
2022-10-15 20:09, [5.781527265012451 0.0477812170662186]
2022-10-15 20:10, [5.544723742201416 0.04863792756317032]
2022-10-15 20:11, [5.389088074296237 0.05443523307369936]
2022-10-15 20:12, [5.5285033350006225 0.05473765678218438]
2022-10-15 20:15, [5.387170831500975 0.05179971953366322]
2022-10-15 20:16, [5.391298601364633 0.05134570096537745]
2022-10-15 20:17, [5.519334369943901 0.051582564205083184]
2022-10-15 20:18, [5.434957576653734 0.05176150073003557]
2022-10-15 20:19, [5.765952475622841 0.05194551779840397]
2022-10-15 20:20, [5.788177538582768 0.05359423646835896]
2022-10-15 20:21, [5.8146757971963945 0.05434276445977939]
2022-10-15 20:22, [5.75313568719156 0.05640329105089765]
2022-10-15 20:23, [5.550163533825058 0.049116491449779275]
2022-10-15 20:29, [5.4457176665800215 0.051863977776952584]
2022-10-15 20:30, [5.519061508538213 0.05410844616213934]
2022-10-15 20:31, [5.429123181125324 0.05322669785416984]
2022-10-15 20:32, [5.743314395402962 0.05743314395402962]
2022-10-15 20:33, [5.71026557140562 0.05543947156704486]
2022-10-15 20:34, [5.764938139190395 0.053877926534489674]
2022-10-15 20:35, [5.779146048054471 0.05114288538101302]
2022-10-15 20:36, [5.534128703584779 0.049411863424864096]
2022-10-15 20:37, [5.345994151332122 0.05043390708803889]
2022-10-15 20:39, [5.429056635317534 0.054290566353175335]
2022-10-15 20:40, [5.742873235136715 0.05860074729731342]
2022-10-15 20:41, [5.528619044687958 0.053675913055222894]
2022-10-15 20:42, [5.5389061390582155 0.0522538315005492]
2022-10-15 20:43, [5.72723324985825 0.0530299374986875]
2022-10-15 20:45, [5.437094679913675 0.05330484980307524]
2022-10-15 20:46, [5.4370292955823265 0.05437029295582327]
2022-10-15 20:47, [5.431435492685662 0.05717300518616486]
2022-10-15 20:49, [5.305588497631846 0.05584829997507206]
2022-10-15 20:50, [5.342691247622363 0.05623885523813014]
2022-10-15 20:51, [5.523684851826683 0.05468994902798696]
2022-10-15 20:52, [5.517998177812539 0.05255236359821466]
2022-10-15 20:53, [5.528966675735151 0.050724464915001384]
2022-10-15 20:57, [5.524416095230177 0.04845979030903664]
2022-10-15 20:58, [5.534188614338897 0.0489751204808752]
2022-10-15 20:59, [5.51922516963961 0.05256404923466296]
2022-10-15 21:00, [5.341271670327033 0.05288387792403003]
2022-10-15 21:01, [5.374410658880207 0.051184863417906734]
2022-10-15 21:02, [5.550362260764837 0.0478479505238348]
2022-10-15 21:03, [5.568352802645416 0.04679288069449929]
2022-10-15 21:04, [6.046254123958861 0.048760113902894045]
2022-10-15 21:05, [5.8858647362232475 0.04785255883108331]
2022-10-15 21:06, [5.818513599320268 0.049309437282375156]
2022-10-15 21:07, [5.3872906178544095 0.04942468456747165]
2022-10-15 21:08, [5.309401568761851 0.051547588046231566]
2022-10-15 21:10, [5.4428592722010105 0.051347728983028404]
2022-10-15 21:11, [5.4398845049871785 0.05333220102928606]
2022-10-15 21:12, [5.4457176665800215 0.051863977776952584]
2022-10-15 21:13, [5.383193406361287 0.05126850863201226]
2022-10-15 21:15, [5.3428909720077735 0.05040463181139409]
2022-10-15 21:17, [5.442927078797905 0.05039747295183245]
2022-10-15 21:18, [5.52842040828153 0.05025836734801391]
2022-10-15 21:19, [5.451806971926826 0.050016577724099315]
2022-10-15 21:20, [5.52890868484893 0.05119359893378639]
2022-10-15 21:21, [5.442960992855196 0.04993542195279996]
2022-10-15 21:22, [5.382795279806389 0.048060672141128476]
2022-10-15 21:23, [5.7466623749669195 0.049970977173625385]
2022-10-15 21:24, [5.556000266250257 0.04831304579348049]
2022-10-15 21:25, [5.789940520131071 0.05078895193097431]
2022-10-15 21:26, [5.817457780722052 0.050586589397583065]
2022-10-15 21:27, [5.893809884747537 0.04952781415754232]
2022-10-15 21:28, [5.789350702616096 0.051690631273358]
2022-10-15 21:29, [5.744645208024707 0.05419476611344063]
2022-10-15 21:30, [5.534068815213506 0.04985647581273429]
2022-10-15 21:31, [5.517998177812539 0.05255236359821466]
2022-10-15 21:32, [5.523853304475468 0.05311397408149488]
2022-10-15 21:33, [5.431530214402667 0.0554237776979864]
2022-10-15 21:34, [5.342691247622363 0.05623885523813014]
2022-10-15 21:36, [5.451842817901544 0.04956220743546858]
2022-10-15 21:37, [5.816757745410363 0.0514757322602687]
2022-10-15 21:38, [5.789940520131071 0.05078895193097431]
2022-10-15 21:39, [5.524416095230177 0.04845979030903664]
2022-10-15 21:40, [5.528235023555006 0.051665747883691646]
2022-10-15 21:41, [5.445855749923798 0.04996197935709906]
2022-10-15 21:42, [5.52890868484893 0.05119359893378639]
2022-10-15 21:43, [5.349234179731794 0.0486294016339254]
2022-10-15 21:45, [5.533829485222763 0.05171803257217536]
2022-10-15 21:46, [5.696235222439705 0.05373806813622363]
2022-10-15 21:47, [5.524247050438674 0.049767991445393456]
2022-10-15 21:48, [5.696070637163163 0.054248291782506314]
2022-10-15 21:49, [5.5192797604929815 0.052068676985782845]
2022-10-15 21:51, [5.539338703552875 0.04902069649161837]
2022-10-15 21:52, [5.538967862566685 0.05176605479034285]
2022-10-15 21:53, [5.517766591199589 0.05463135238811474]
2022-10-15 21:54, [5.533411515629087 0.05533411515629087]
2022-10-15 21:55, [5.533590512023416 0.05372417972838268]
2022-10-15 21:56, [5.726237348782345 0.05559453736681888]
2022-10-15 21:57, [5.519006991948531 0.05464363358364883]
2022-10-15 21:58, [5.448944513286251 0.04822074790518806]
2022-10-15 21:59, [5.539648394409135 0.04694617283397572]
2022-10-15 22:00, [5.893246074363739 0.049942763342065585]
2022-10-15 22:01, [5.7278337739981415 0.05160210607205533]
2022-10-15 22:02, [5.435061150322075 0.050324640280759954]
2022-10-15 22:03, [5.437160090925435 0.05228038548966764]
2022-10-15 22:04, [5.523909494719272 0.05260866185446926]
2022-10-15 22:05, [5.385134310112798 0.052282857379735904]
2022-10-15 22:06, [5.437833358171854 0.052794498623027715]
2022-10-15 22:07, [5.439784717352783 0.05494732037730084]
2022-10-15 22:08, [5.434352579092906 0.05327796646169516]
2022-10-15 22:09, [5.383216769479845 0.050785063863017406]
2022-10-15 22:10, [5.711347608495618 0.052397684481611174]
2022-10-15 22:11, [5.852870796877099 0.04837083303204214]
2022-10-15 22:12, [5.545044023992449 0.04659700860497856]
2022-10-15 22:17, [5.533889284229657 0.05123971559471904]
2022-10-15 22:21, [5.791723106859302 0.04826435922382752]
2022-10-15 22:22, [5.5235139158905655 0.0484518764551804]
2022-10-15 22:23, [5.686431763168207 0.05122911498349736]
2022-10-15 22:24, [5.385394627315739 0.04724030374838367]
2022-10-15 22:26, [5.550428557863916 0.04743956032362322]
2022-10-15 22:27, [5.550428557863916 0.04743956032362322]
2022-10-15 22:28, [5.5448517781364695 0.04780044636324542]
2022-10-15 22:29, [5.789056605698967 0.052153663114405106]
2022-10-15 22:30, [5.895513312763392 0.04832387961281469]
2022-10-15 22:31, [5.844278980245247 0.04675423184196197]
2022-10-15 22:32, [5.7908293356333695 0.04949426782592624]
2022-10-15 22:33, [5.792922606917306 0.046717117797720205]
2022-10-15 22:34, [5.792621889381621 0.04709448690554164]
2022-10-15 22:35, [5.821004561315905 0.046568036490527244]
2022-10-15 22:36, [5.792022141451488 0.047867951582243704]
2022-10-15 22:37, [5.855073379934185 0.04646883634868401]
2022-10-15 22:38, [5.95794028801898 0.04654640850014828]
2022-10-15 22:39, [5.957099852023092 0.046906298047425916]
2022-10-15 22:40, [6.0384109735076255 0.048307287788061]
2022-10-15 22:41, [5.575059965823152 0.045325690779050014]
2022-10-15 22:42, [5.8943756851849125 0.04911979737654094]
2022-10-15 22:43, [5.895513312763394 0.04832387961281471]
2022-10-15 22:44, [5.780928636397497 0.048579232238634425]
2022-10-15 22:45, [5.895513312763394 0.04832387961281471]
2022-10-15 22:46, [5.544915834474219 0.04739244302969418]
2022-10-15 22:47, [5.792022141451488 0.047867951582243704]
2022-10-15 22:48, [5.818867089904067 0.048898042772303085]
2022-10-15 22:49, [5.5502297487680465 0.04868622586638637]
2022-10-15 22:50, [5.454940623406207 0.04914360921987574]
2022-10-15 22:51, [5.556000266250257 0.04831304579348049]
2022-10-15 22:52, [5.539524446260446 0.047754521088452115]
2022-10-15 22:53, [5.842076394229708 0.048683969951914235]
2022-10-15 22:54, [6.282782458024921 0.050667600467942914]
2022-10-15 22:55, [5.952962523207602 0.04879477478039018]
2022-10-15 22:56, [5.8943756851849125 0.04911979737654094]
2022-10-15 22:57, [5.756691626454633 0.049626651952195115]
2022-10-15 22:58, [5.789350702616096 0.051690631273358]
2022-10-15 22:59, [5.8910104565461525 0.05167553032058028]
2022-10-15 23:00, [5.950530431147422 0.05000445740460019]
2022-10-15 23:01, [5.458211345805895 0.04746270735483387]
2022-10-15 23:02, [5.765698289148119 0.05241543899225563]
2022-10-15 23:03, [5.544531879843819 0.049950737656250625]
2022-10-15 23:04, [5.5557258765282524 0.0500515844732275]
2022-10-15 23:06, [5.447603370850497 0.04577817958697897]
2022-10-15 23:07, [5.458285969044564 0.046652016829440715]
2022-10-15 23:08, [5.545044023992449 0.04659700860497856]
2022-10-15 23:09, [5.900146320258096 0.04538574092506228]
2022-10-15 23:10, [5.896659071701554 0.047553702191141564]
2022-10-15 23:11, [5.818867089904068 0.04889804277230309]
2022-10-15 23:12, [5.539524446260446 0.047754521088452115]
2022-10-15 23:13, [5.534008949208357 0.05030917226553052]
2022-10-15 23:14, [5.534188614338897 0.0489751204808752]
2022-10-15 23:15, [5.378536017810633 0.04980125942417253]
2022-10-15 23:17, [5.5389061390582155 0.0522538315005492]
2022-10-15 23:18, [5.5557258765282524 0.0500515844732275]
2022-10-15 23:19, [5.5452056833252055 0.04864215511688777]
2022-10-15 23:22, [5.562700568685327 0.04414841721178831]
2022-10-15 23:23, [5.556550458772017 0.04517520698188632]
2022-10-15 23:26, [5.442960992855196 0.04993542195279996]
2022-10-15 23:27, [5.389330622428259 0.04944340020576385]
2022-10-15 23:28, [5.432268178205611 0.048939352956807305]
2022-10-15 23:29, [5.4549771770992574 0.04870515336695765]
2022-10-15 23:30, [5.393515121227808 0.04903195564752553]
2022-10-15 23:32, [5.528544117315118 0.04936200104745641]
2022-10-15 23:34, [5.8910104565461525 0.05167553032058028]
2022-10-15 23:35, [5.533829485222761 0.05171803257217534]
2022-10-15 23:36, [5.513171115663083 0.05250639157774365]
2022-10-15 23:39, [5.4488741135082215 0.04908895597755154]
2022-10-15 23:42, [5.544212618678347 0.052303892629041004]
2022-10-15 23:43, [5.814331419627764 0.05485218320403551]
2022-10-15 23:44, [5.889904232109026 0.052588430643830585]
2022-10-15 23:45, [5.939736207911092 0.05033674752467027]
2022-10-15 23:46, [5.892124368103338 0.05079417558709774]
2022-10-15 23:47, [5.556619365806517 0.044811446498439655]
2022-10-15 23:48, [5.556481581345477 0.04554493099463506]
2022-10-15 23:49, [5.550627613836136 0.04625523011530113]
2022-10-15 23:53, [5.556550458772017 0.04517520698188632]
2022-10-15 23:54, [6.0399069711952595 0.04793576961266079]
2022-10-15 23:55, [6.049204862210253 0.04800956239849407]
2022-10-15 23:56, [5.89608516855401 0.04793565177686187]
2022-10-15 23:57, [5.550494882393682 0.04703809222367527]
2022-10-15 23:58, [5.545480543591972 0.04699559782705061]
2022-10-15 23:59, [5.9521477189534275 0.04919130346242502]
2022-10-16 00:00, [5.953781490291482 0.048404727563345386]
2022-10-16 00:01, [5.95794028801898 0.04654640850014828]
2022-10-16 00:02, [6.053735381627509 0.04692818125292642]
2022-10-16 00:03, [5.898975454513825 0.04608574573838926]
2022-10-16 00:04, [5.953781490291482 0.048404727563345386]
2022-10-16 00:05, [5.956263799388057 0.04727193491577823]
2022-10-16 00:06, [5.819576418242411 0.048095672878036455]
2022-10-16 00:07, [5.9413534997046975 0.049511279164205814]
2022-10-16 00:08, [5.950530431147422 0.05000445740460019]
2022-10-16 00:09, [5.895513312763394 0.04832387961281471]
2022-10-16 00:10, [5.893809884747537 0.04952781415754232]
2022-10-16 00:11, [5.841639485619546 0.04908940744218106]
2022-10-16 00:12, [5.790532515880966 0.04991838375759454]
2022-10-16 00:13, [5.8943756851849125 0.04911979737654094]
2022-10-16 00:14, [6.050700853074102 0.04764331380373309]
2022-10-16 00:15, [5.897813079076892 0.04680804031013406]
2022-10-16 00:16, [5.95709985202309 0.0469062980474259]
2022-10-16 00:17, [5.550694020794327 0.04587350430408535]
2022-10-16 00:18, [5.5448517781364695 0.04780044636324542]
2022-10-16 00:19, [5.89268424008359 0.05036482256481701]
2022-10-16 00:20, [5.564188081197994 0.04598502546444623]
2022-10-16 00:21, [5.9521477189534275 0.04919130346242502]
2022-10-16 00:22, [5.953781490291482 0.048404727563345386]
2022-10-16 00:23, [5.556619365806517 0.044811446498439655]
2022-10-16 00:26, [5.455160070701312 0.04662529974958386]
2022-10-16 00:27, [5.5502297487680465 0.04868622586638637]
2022-10-16 00:28, [5.817457780722052 0.050586589397583065]
2022-10-16 00:29, [5.818867089904068 0.04889804277230309]
2022-10-16 00:30, [5.79142462907009 0.048667433857731854]
2022-10-16 00:31, [5.818513599320268 0.049309437282375156]
2022-10-16 00:32, [5.545480543591972 0.04699559782705061]
2022-10-16 00:33, [5.444475308528454 0.045751893348978605]
2022-10-16 00:34, [5.853308898985741 0.04797794179496509]
2022-10-16 00:35, [5.544723742201416 0.04863792756317032]
2022-10-16 00:36, [5.791723106859302 0.04826435922382752]
2022-10-16 00:37, [5.767486117406304 0.04929475314022482]
2022-10-16 00:38, [5.853308898985741 0.04797794179496509]
2022-10-16 00:39, [5.818867089904068 0.04889804277230309]
2022-10-16 00:40, [5.746888079579532 0.049542138617064926]
2022-10-16 00:41, [5.432234242605861 0.04938394766005328]
2022-10-16 00:42, [5.443062778098888 0.048598774804454355]
2022-10-16 00:43, [5.74643698770383 0.050407341997402016]
2022-10-16 00:44, [5.85113026459673 0.05000966038116863]
2022-10-16 00:45, [5.561986295102561 0.04794815771640139]
2022-10-16 00:46, [5.5448517781364695 0.04780044636324542]
2022-10-16 00:47, [5.767486117406304 0.04929475314022482]
2022-10-16 00:48, [5.817107380930576 0.051027257727461195]
2022-10-16 00:49, [5.534248547492596 0.04854603989028593]
2022-10-16 00:50, [5.539766650332313 0.046947175002816206]
2022-10-16 00:51, [5.791723106859302 0.04826435922382752]
2022-10-16 00:52, [5.819932262941634 0.047704362810997006]
2022-10-16 00:53, [5.960488361915946 0.04549991115966371]
2022-10-16 00:54, [5.552120891421282 0.043375944464228766]
2022-10-16 00:55, [5.898393213209629 0.04644404104889472]
2022-10-16 00:56, [5.853308898985741 0.04797794179496509]
2022-10-16 00:57, [5.89608516855401 0.04793565177686187]
2022-10-16 00:58, [5.894943489774028 0.048718541237801886]
2022-10-16 00:59, [5.895513312763394 0.04832387961281471]
2022-10-16 01:00, [5.953781490291482 0.048404727563345386]
2022-10-16 01:01, [5.9546046629593326 0.04802100534644623]
2022-10-16 01:02, [6.04772270365596 0.04838178162924768]
2022-10-16 01:03, [5.94381044984598 0.04832366219386976]
2022-10-16 01:04, [5.9521477189534275 0.04919130346242502]
2022-10-16 01:05, [5.82064633093597 0.04694069621722557]
2022-10-16 01:06, [5.545172316104325 0.04582787038102748]
2022-10-16 01:07, [5.551477041137913 0.0466510675725875]
2022-10-16 01:08, [5.952962523207602 0.04879477478039018]
2022-10-16 01:09, [5.855073379934186 0.04646883634868402]
2022-10-16 01:10, [5.569021599350695 0.0435079812449273]
2022-10-16 01:11, [5.568724011831877 0.044909064611547395]
2022-10-16 01:12, [6.04772270365596 0.04838178162924768]
2022-10-16 01:13, [5.898975454513825 0.04608574573838926]
2022-10-16 01:14, [5.897813079076894 0.04680804031013407]
2022-10-16 01:15, [5.956263799388057 0.04727193491577823]
2022-10-16 01:16, [5.942987275112054 0.04871301045173814]
2022-10-16 01:17, [5.5560689371313865 0.04789714600975333]
2022-10-16 01:18, [5.544404099064546 0.050866092651968314]
2022-10-16 01:19, [5.5501635338250574 0.04911649144977927]
2022-10-16 01:20, [5.539567676680068 0.04817015371026146]
2022-10-16 01:21, [5.854188711677678 0.04721119928772321]
2022-10-16 01:22, [5.957099852023092 0.046906298047425916]
2022-10-16 01:23, [5.85418871167768 0.04721119928772323]
2022-10-16 01:24, [5.8864407024517735 0.0474712959875143]
2022-10-16 01:25, [5.953781490291482 0.048404727563345386]
2022-10-16 01:26, [5.5685754249872526 0.04564406086055125]
2022-10-16 01:27, [5.569021599350695 0.0435079812449273]
2022-10-16 01:28, [5.897813079076892 0.04680804031013406]
2022-10-16 01:29, [5.952962523207602 0.04879477478039018]
2022-10-16 01:30, [5.952962523207602 0.04879477478039018]
2022-10-16 01:31, [5.818867089904068 0.04889804277230309]
2022-10-16 01:32, [5.568798356934895 0.044550386855479164]
2022-10-16 01:33, [5.557929431678915 0.04518641814373102]
2022-10-16 01:34, [5.852870796877099 0.04837083303204214]
2022-10-16 01:35, [5.953781490291482 0.048404727563345386]
2022-10-16 01:36, [5.452058062245681 0.047000500536600695]
2022-10-16 01:37, [5.528915818274574 0.046855218798937066]
2022-10-16 01:38, [5.4553065359758 0.04508517798327107]
2022-10-16 01:39, [6.055274463139921 0.04657903433184554]
2022-10-16 01:40, [5.898975454513825 0.04608574573838926]
2022-10-16 01:41, [5.84606310234831 0.04531831862285512]
2022-10-16 01:42, [5.854188711677678 0.04721119928772321]
2022-10-16 01:43, [5.792321734927934 0.047478047007606015]
2022-10-16 01:44, [5.55634391521457 0.04630286596012142]
2022-10-16 01:45, [5.555931624774534 0.048736242322583626]
2022-10-16 01:46, [5.544915834474219 0.04739244302969418]
2022-10-16 01:47, [5.893809884747537 0.04952781415754232]
2022-10-16 01:48, [5.952962523207602 0.04879477478039018]
2022-10-16 01:49, [5.8995598183526985 0.045733021847695336]
2022-10-16 01:50, [5.9463056452376115 0.04719290194633025]
2022-10-16 01:51, [6.052210936862891 0.047282897944241335]
2022-10-16 01:52, [5.897813079076894 0.04680804031013407]
2022-10-16 01:53, [5.895513312763394 0.04832387961281471]
2022-10-16 01:54, [5.551405661589716 0.047045810691438275]
2022-10-16 01:55, [5.5628438061228715 0.043459717235334934]
2022-10-16 01:56, [5.5627721714051654 0.04380135568035563]
2022-10-16 01:57, [5.855073379934185 0.04646883634868401]
2022-10-16 01:58, [6.047603834166448 0.046164914764629375]
2022-10-16 01:59, [5.8559629576472005 0.045749710606618754]
2022-10-16 02:00, [5.790532515880966 0.04991838375759454]
2022-10-16 02:01, [5.946557190045412 0.0521627823688194]
2022-10-16 02:02, [6.022815409419328 0.0528317141177134]
2022-10-16 02:03, [5.850267034551754 0.050871887256971775]
2022-10-16 02:04, [5.852870796877099 0.04837083303204214]
2022-10-16 02:05, [5.712436999107798 0.04967336520963302]
2022-10-16 02:06, [5.7669732714277835 0.05014759366458942]
2022-10-16 02:07, [5.555931624774534 0.048736242322583626]
2022-10-16 02:08, [6.039106507095497 0.05074879417727308]
2022-10-16 02:09, [6.046254123958861 0.048760113902894045]
2022-10-16 02:10, [6.04772270365596 0.04838178162924768]
2022-10-16 02:11, [5.842514496923564 0.0482852437762278]
2022-10-16 02:12, [5.7908293356333695 0.04949426782592624]
2022-10-16 02:13, [5.790532515880966 0.04991838375759454]
2022-10-16 02:14, [5.852433888848965 0.048770282407074705]
2022-10-16 02:15, [5.818513599320268 0.049309437282375156]
2022-10-16 02:16, [5.5502297487680465 0.04868622586638637]
2022-10-16 02:17, [5.76620706580072 0.051483991658935004]
2022-10-16 02:18, [5.7457627211188145 0.051763628118187514]
2022-10-16 02:19, [5.817808948133363 0.050153525414942786]
2022-10-16 02:20, [5.94381044984598 0.04832366219386976]
2022-10-16 02:21, [6.044798876569491 0.049144706313573094]
2022-10-16 02:22, [5.951337035423362 0.04959447529519468]
2022-10-16 02:23, [5.851998168409909 0.049176455196721924]
2022-10-16 02:24, [5.817808948133363 0.050153525414942786]
2022-10-16 02:25, [5.81571339131835 0.052870121739257724]
